globalid,created_date,created_user,last_edited_date,last_edited_user,field_1,field_2,field_3,field_4,field_5,grade,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_13_other,field_14,field_15,field_15_other,field_16,field_18,x,y
{A4E49E67-A48E-452A-842D-50E8A86148F1},5/20/2024 18:32:37,GIO_20,5/20/2024 19:33:08,GIO_20,ทดสอบ,ศูนย์กีฬา,,ยานนาวา,90000000,A,/,kkkkmnnn,รายจ่ายประจำปี 2567,9999,,"แอโรบิก,เครื่องออกกำลังกายกลางแจ้ง",other,jjjjj,999,ปรับปรุงแล้วพร้อมใช้งาน,,ไม่สามารถของบประมาณได้,,5.7E-14,5.7E-14
{33697C63-0DBD-446F-A8F2-CF51676269BD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ริมทางรถไฟสายท่าเรือ ( ลาน 1 ),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การทางพิเศษแห่งประเทศไทย,,,,,,,,,,,,13.71881483,100.5540818
{1B720DF8-1A60-4165-9FFD-C3DCF13AC354},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาวัดคลองเตยใน 3,ลานกีฬา,สำนักงานเขต,คลองเตย,,A,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71157431,100.5617636
{731FC56B-91B3-49E4-A7BD-CAACA0173CED},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,พัฒนาใหม่ (ลาน 3),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71632807,100.5643926
{E76C5F46-A036-4614-82D4-336B92C16980},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ริมคลองสามัคคี,ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71665459,100.5668907
{00869CC5-BFDD-4818-9872-AE8022480026},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬากลางคลองเตย (ศูนย์เยาวชน),ลานกีฬา,สำนักงานเขต,คลองเตย,,A,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71139988,100.5682633
{87DBEBC4-A73E-41D6-9A82-17BCF67714BD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาน้องใหม่,ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71319774,100.5685687
{70E8D1EA-501D-40D0-B18D-C04609BBAC1F},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 11-18 (ลาน 1),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,ปรับปรุงปี 2567,,,,,,,,,,,13.71030984,100.5690637
{D55ECDF7-2D24-44D5-A8AD-5DF47CD2ED91},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาร่มเกล้า (ลาน 2),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71215214,100.5690847
{16B93DA0-822A-47DE-A368-8F9C5154B5AC},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 1 - 10 (ลาน 1),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,ปรับปรุงปี 2567,,,,,,,,,,,13.71357497,100.5697844
{EE50A180-EEDD-4B66-9533-DE08E9E10603},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 1 – 10 (ลาน 2),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71394917,100.5698192
{A5E0CD4C-F31A-4721-B0A6-BFC7664652F0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 11-18 (ลาน 2),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71065592,100.569975
{A8EEAB6D-CB19-43C3-8629-6DCBF4C08F93},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนร่มเกล้า (ลาน 1),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,รายจ่ายประจำปี 2567,,ทาสีพื้นสนาม,,,,,,,,ดำเนินการแล้วเสร็จ,13.71283326,100.5700093
{5C19219B-7CCA-49C0-9865-C098064014C0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 1 – 10 (ลาน 3),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71453747,100.570949
{7C7F4819-17D5-43EE-9068-5F45698DA6F2},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 1 – 10 (ลาน 5),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71352944,100.5712699
{E45986AD-5CE4-4F14-A0DC-86A4DE71A6BF},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,แฟลต 1 – 10 (ลาน 4),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71392482,100.5715217
{F0BB759A-CC6E-43AD-AB59-64C647557D43},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,พัฒนาชุมชนใหม่ (แฟลต19-22),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71049718,100.5720584
{5F5A271C-74E2-406E-95DF-5856151EEB9D},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ล็อค 4-5-6 (ลาน 1),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71117949,100.5758413
{3E581AE4-A99D-48BB-89CA-06C798753AD2},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ล็อค 4-5-6 (ลาน 2),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.71168735,100.5762088
{5A1C589B-AB6D-4BF4-8E14-C4E4C9E495FC},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,โรงหมู (ลาน 2),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.70643372,100.5831424
{374279AC-71E0-456F-BA9D-76778A1A0748},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,โรงหมู (ลาน 1),ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,,,,,,,,,,,,13.70574244,100.5834642
{3FF17F03-9D5E-466F-9553-51321ABFE05A},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนริมคลองพระโขนง,ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,ปรับปรุงปี 2567,,,,,,,,,,,13.7067515,100.5900848
{BE541FE4-375C-4DE8-AE32-345A8A58B634},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชน 70 ไร่,ลานกีฬา,สำนักงานเขต,คลองเตย,,C,/,การท่าเรือแห่งประเทศไทย,ปรับปรุงปี 2567,,,,,,,,,,,13.710278,100.572222
{984C0C66-095A-4316-AA41-0CEC5253B8DB},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนมัสยิดสุวรรณภูมิ,ลานกีฬา,สำนักงานเขต,คลองสาน,,C,×,-,,,,,,,,,,,,13.72496571,100.5098637
{84D6F19E-B075-4708-861D-2CD3B12555CD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนป่าเฉลิมพระเกียรติใต้สะพานสมเด็จพระเจ้าตากสินมหาราช,ลานกีฬา,สำนักงานเขต,คลองสาน,,A,/,กรมโยธาธิการ,,,,,,,,,,,,13.71997136,100.5099864
{3DECA583-AE4B-409F-B02F-97001C4DB733},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนป่าเฉลิมพระเกียรติสะพานพระปกเกล้า,ลานกีฬา,สำนักงานเขต,คลองสาน,,A,/,กรมโยธาธิการ,รายจ่ายประจำปี 2567,,,,,,,,,,อยู่ระหว่างผู้รับจ้าง,13.73653021,100.4971867
{9610D06B-5B6D-4F35-B258-3637B017AD61},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่ 3 ลำกะโหลก,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.84313353,100.6946434
{E02451FE-D308-482B-838F-52DA7AD133F0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนเฟื่องฟ้าวิลเลจ,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.82840556,100.6981862
{D7ED139D-2117-4C1B-898F-CFC8DB364209},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนสุเหร่าสามวา,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,เอกชน,,,,,,,,,,,,13.90578829,100.72701
{32474D71-A392-47DF-A7CF-21BBB9782DE0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนมีนทองพัฒนา,ลานกีฬา,สำนักงานเขต,คลองสามวา,,B,/,เอกชน,,,,,,,,,,,,13.90579462,100.7270439
{CCE34332-5BC2-4077-9655-3D9247A87282},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนโฉมสบายเรื่อย (ชุมชนหมู่ 3 แขวงสามวาตะวันออก),ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,ชุมชนโฉมสบายเรื่อย,,,,,,,,,,,,13.88698994,100.7306637
{18BC2BCB-9049-4DAB-BBF9-C2C3CB19285E},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวังตาหนวดพัฒนา,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,เอกชน,,,,,,,,,,,,13.85782392,100.7524413
{3D5CCA98-93C7-4B5B-A587-2AE76483EB97},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนสันนิธิอิสลาม,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,เอกชน,,,,,,,,,,,,13.82909307,100.7610723
{EE747244-0D28-4A6A-86EB-2982128837EA},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนอาบูพัฒนาหมู่ 7,ลานกีฬา,สำนักงานเขต,คลองสามวา,,B,/,เอกชน,,,,,,,,,,,,13.83472354,100.7686337
{9D175009-EE68-40C1-AC6A-075B637D85DC},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนกมาลุลอิสลาม 2,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,มัสยิดกมาลุลอิสลาม,,,,,,,,,,,,13.83517087,100.7724581
{C40FFEA8-1281-408F-B081-201E7A8CE394},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนกมาลุลอิสลาม,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,มัสยิดกมาลุลอิสลาม,,,,,,,,,,,,13.84444728,100.7771792
{A729849D-34BA-49B5-8E83-11A027181215},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนสุเหร่าเกาะขุนเณร,ลานกีฬา,สำนักงานเขต,คลองสามวา,,B,/,มัสยิดอิควานุ้ลมุตตะกีน,,,,,,,,,,,,13.85521607,100.7858977
{BA81E800-86B5-4CCC-8CC1-42075F78FF1F},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนอัสสละฟียะห์,ลานกีฬา,สำนักงานเขต,คลองสามวา,,B,/,สมาคมอัสสละฟียะฮ์,,,,,,,,,,,,13.84471799,100.7846927
{09FC7D3E-7CF0-4F15-85E2-4641B1589B30},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนสุเหร่าคลองสี่,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,มัสยิดดารุสสะอาดะห์,,,,,,,,,,,,13.91274879,100.7700572
{3C908DB3-4860-456F-B577-54A5CCF3EE15},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนอัตตอรีกุ้ลญันนะห์,ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,เอกชน,,,,,,,,,,,,13.91320001,100.7691156
{40A199BB-CC03-4112-BA05-17CD51F24AE1},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนประชาวดี (เมืองประชา),ลานกีฬา,สำนักงานเขต,คลองสามวา,,C,/,เอกชน,,,,,,,,,,,,13.87151409,100.720612
{F121C929-403A-40D2-A429-67EAA30FC5AF},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้าน บก.ทหารสูงสุด,ลานกีฬา,สำนักงานเขต,คันนายาว,,B,×,-,,,,,,,,,,,,13.83816022,100.656698
{F45BEC70-6445-4842-AAD8-83F6E51C8893},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านเคหะธานี 3 ลาน 1,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,/,การเคหะแห่งชาติ,,,,,,,,,,,,13.81734805,100.6617791
{7324FF0D-E125-4991-B1C4-2B69F1B99D3C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านเคหะธานี 3 ลาน 2,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,/,การเคหะแห่งชาติ,,,,,,,,,,,,13.81655651,100.6621895
{207D82C0-8285-4DF6-AC10-7D6D75A75E58},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านปัฐวิกรณ์ 1 ฝัง 1,ลานกีฬา,สำนักงานเขต,คันนายาว,,B,/,บริษัท เงินทุนหลักทรัพย์ ร่วมเสริมกิจ จำกัด,,,,,,,,,,,,13.81389239,100.664411
{D0DD98EC-4BEB-42B0-A9B7-E50E48DCFB7B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านชื่นกมลนิเวศน์ 4,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,×,-,,,,,,,,,,,,13.83025497,100.6699223
{93821220-0BB9-482C-833F-902BC6F24CCD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านแสงอรุณ,ลานกีฬา,สำนักงานเขต,คันนายาว,,B,/,เอกชน,,,,,,,,,,,,13.81477964,100.6827437
{B3B1F20A-1BF9-4183-B59B-C8A8A6FC4319},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านเลิศอุบล 5,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,/,หมู่บ้านเลิศอุบล 5,,,,,,,,,,,,13.8112421,100.6852396
{7CD06114-DD7D-4682-B474-990B515786D1},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,สน.บางชัน,ลานกีฬา,สำนักงานเขต,คันนายาว,,B,/,สน.บางชัน / บกน.4,,,,,,,,,,,,13.80260361,100.6863942
{92B24B60-0501-47D0-B742-65BD9A63B902},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนนภาพิไลพัฒนา 2,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.79082402,100.6877032
{7E0C31DF-2B6B-4870-B9D2-B7730FDB5D58},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนนภาพิไลพัฒนา 1,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.79083093,100.6878348
{C6B14603-ED95-4088-9357-161AAB43A838},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนคันนายาวรมณีย์,ลานกีฬา,สำนักงานเขต,คันนายาว,,A,/,กรุงเทพมหานคร,,,,,,,,,,,,13.80037295,100.6888329
{3BBCB3CD-BBBB-44AA-8677-DEBE7C5A84A9},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านอมรพันธ์นครสวนสยาม,ลานกีฬา,สำนักงานเขต,คันนายาว,,B,×,-,,,,,,,,,,,,13.79801404,100.6925744
{996194F7-B858-43A9-8876-E1E4FB13D018},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านเก้าแสนเจ็ด,ลานกีฬา,สำนักงานเขต,คันนายาว,,C,/,เอกชน,,,,,,,,,,,,13.88698994,100.7306637
{0840B9AC-6FC9-4C06-8DD2-3DF37F4130A6},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนหมู่บ้านไพทูรย์นิเวศน์,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,การทางพิเศษแห่งประเทศไทย,,,,,,,,,,,,13.82613688,100.5449657
{731C1069-18DF-43A6-87CA-53A9D18C6E18},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาการเคหะเรือนแถว,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,การเคหะแห่งชาติ,รายจ่ายประจำปี 2567,259000,"ติดตั้งรั้วพร้อมประตู, ไฟโซลาเซลล์, พื้นกระเบื้องยาง,ซ่อมแซมเครื่องเล่น, ม้านั่ง, ติดตั้งป้ายชื่อลาน",,,,,,,,อยู่ระหว่างดำเนินการ,13.84481671,100.5459975
{13A95DFE-A7A1-4023-B3D3-EA6537B22973},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาใต้ทางด่วนการทางพิเศษประเทศไทยชุมชนซอยภักดี,ลานกีฬา,สำนักงานเขต,จตุจักร,,B,/,การทางพิเศษแห่งประเทศไทย,รายจ่ายประจำปี 2567,3011000,"ปรับพื้นคอนกรีต, พื้นสนามกีฬา, ติดตั้งเสาเหล็กสูงพร้อมชุดไฟโซลาเซลล์",,,,,,,,ลงนามในสัญญาเรียบร้อยแล้ว 22 เม.ย. 67,13.82430912,100.5472606
{4B8617A3-87E7-43A0-BE6E-BC624B2ACFB6},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาหลังเรือนจำพิเศษกรุงเทพมหานคร,ลานกีฬา,สำนักงานเขต,จตุจักร,,B,/,เรือนจำพิเศษกรุงเทพมหานคร,,,,,,,,,,,,13.84451826,100.5513584
{354D76D6-76A0-4AF5-B594-FDAB177E3FAF},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนแฟลตตำรวจส่วนกลางลาดยาว,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,แฟลตตำรวจส่วนกลางลาดยาว,,,,,,,,,,,,13.83684133,100.5599504
{E97FC073-8FEC-4F73-83C0-E7AF6EFA378C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนแฟลตตำรวจส่วนกลางวิภาวดี,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,ชุมชนแฟลตตำรวจส่วนกลางวิภาวดี,,,,,,,,,,,,13.83499432,100.5612291
{1911129E-5F63-4558-8058-F4ECC6969D53},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนพหลโยธิน 24,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,ชุมชนพหลโยธิน 24,,,,,,,,,,,,13.82331145,100.569068
{160BBAF4-C92F-4F8C-8A18-8AAAF996B575},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนพหลโยธิน 45,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,มหาวิทยาลัยเกษตรศาสตร์,,,,,,,,,,,,13.85454659,100.5794491
{4C27E62F-DF05-4EE8-8958-65A55573B679},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนหมู่บ้านอยู่เจริญพหลโยธิน 40,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,ชุมชน,,,,,,,,,,,,13.84304064,100.5798522
{8C3E5D2D-AA7A-4FB7-8899-AE1D5AE125B0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนหลังกรมวิทยาศาตร์ทหารบก,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,ชุมชน,,,,,,,,,,,,13.8463568,100.5861745
{4B9908BA-FBBA-4840-885F-0430698EA074},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาหมู่บ้านเจริญสุขนิเวศน์ 5,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,ชุมชน,,,,,,,,,,,,13.82217657,100.5756823
{E635842D-2366-4775-95C3-F44E821F3B34},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนทหารส่วนแยก บชร 1,ลานกีฬา,สำนักงานเขต,จตุจักร,,C,/,กองบัญชาการช่วยรบที่ 1,,,,,,,,,,,,13.85248936,100.584624
{C2F3FE1B-DCC5-490F-BFE4-E2FA9543DCAA},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนสินทวีวิลล่า,ลานกีฬา,สำนักงานเขต,จอมทอง,,A,/,เอกชน,,,,,,,,,,,,13.66609358,100.4577647
{25653F1D-714D-4E56-9056-30DD34CD9AEF},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,สวนดาวคะนอง - จอมทอง,ลานกีฬา,สำนักงานเขต,จอมทอง,,A,/,กรมธนารักษ์,,,,,,,,,,,,13.69408643,100.4814493
{4EE753A2-EEA1-4F35-9F58-D555F9B2A472},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสำนักงานเขตจอมทอง,ลานกีฬา,สำนักงานเขต,จอมทอง,,A,/,กรมธนารักษ์,ไม่ใช่งบประมาณ,,ปรับปรุงพื้นที่รั้วสำหรับเดินออกกำลังกาย,,,,,,,,จะแล้วเสร็จประมาณเดือนเมษายน 2567,13.676596,100.4843227
{E4F5D588-BF3A-43E5-A797-B128A8142356},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนโรงพักเก่าบางขุนเทียน,ลานกีฬา,สำนักงานเขต,จอมทอง,,C,/,สถานีตำรวจ,,,,,,,,,,,,13.67781284,100.3397484
{2822DD9A-45FB-45CB-AF25-F212732C8939},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนบูรพา 19,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.92213908,100.5669629
{7AE6255F-5922-44A0-82AC-4ADEFC76959B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนป่าสีกัน (สวนรมณีย์),ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.92911383,100.5679047
{0C8CE5DE-E588-4339-A6D9-E67E777E381A},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนบูรพา 7,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.9223842,100.5682168
{F168D6E5-502A-4B0D-82E6-10F428A25AD0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนบูรพา 18,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.91868664,100.5688641
{B5E93FF6-4F00-4F5C-8ED8-FE1D844BBC46},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนปิ่นเจริญ 4,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,ปรับปรุงปี 2566,,,,,,,,,,,13.94922478,100.5711222
{DB5EFB73-5990-4DA9-A59B-B3E82F78E112},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานเอนกประสงค์ทุ่งสองห้อง,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.89199711,100.5707651
{73B4117E-9EEC-45B4-9743-CFCFDD7C5A40},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนบูรพา 16,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,ปรับปรุงปี 2566,,,,,,,,,,,13.92138239,100.5711142
{52505EED-B877-47F9-9FDB-18EF370ADDF0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชน นปอ.,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,B,×,-,ปรับปรุงปี 2566,,,,,,,,,,,13.94115043,100.5735693
{90979E97-C5E2-43BD-819B-9EA44A0BA940},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนศรีกาญจน์,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.93023299,100.5741001
{8021AF74-0E5F-418A-9BF1-70B0231AA277},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนศิริสุข,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,B,×,-,,,,,,,,,,,,13.91932776,100.576573
{D245C7F4-C28F-40A8-9866-311CA01F7B6B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนโกสุมรวมใจ 2,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.91205636,100.5774608
{CD529FC6-2F54-44C3-A36C-BDBB84266069},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนแฟลตกรมการสื่อสารทหารบก,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.93154547,100.5797171
{7DB11452-3517-437D-9E42-A64BBE1C2B9A},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนรัตนาวลัย,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,ปรับปรุงปี 2566,,,,,,,,,,,13.90957258,100.5870961
{AB70F432-CB1D-452C-94DB-56F361576E18},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนดาวทอง,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.94671566,100.5873513
{567B4355-A879-4061-B45E-EBB6420303CC},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนดอนเมืองวิลล่า,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,A,×,-,,,,,,,,,,,,13.92960797,100.5887931
{62F43002-01A6-42C8-8B9E-CC2BC4350DEE},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนร่วมใจพัฒนา กรป.กลาง,ลานกีฬา,สำนักงานเขต,ดอนเมือง,,C,×,-,,,,,,,,,,,,13.94631003,100.588991
