globalid,created_date,created_user,last_edited_date,last_edited_user,field_1,field_2,field_3,field_4,field_5,grade,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_13_other,field_14,field_15,field_15_other,field_16,field_18,x,y
{55BC9C83-2E2E-4C1B-BA96-2E83A8592B98},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนป่าเฉลิมพระเกียรติ 72 พรรษา,ลานกีฬา,สำนักงานเขต,ทวีวัฒนา,,A,/,กรมทางหลวง,ปรับปรุงปี 2566,,,,,,,,,,,13.7829102,100.3922495
{ACEB1633-DBDC-4CF1-81B8-C733D112E12B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาหมู่บ้านพระปิ่น 2 บรมราชชนนี 70,ลานกีฬา,สำนักงานเขต,ทวีวัฒนา,,A,/,บริษัท พระปิ่นนคร จำกัด,ปรับปรุงปี 2566,,,,,,,,,,,13.7893079,100.3760882
{19008ECB-E2C6-4E3C-B527-2F8A26A3BAAD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาหมู่บ้านพระปิ่น 2 ฝั่งศาลาธรรมสพน์ 17,ลานกีฬา,สำนักงานเขต,ทวีวัฒนา,,B,/,บริษัท พระปิ่นนคร จำกัด,ปรับปรุงปี 2566,,,,,,,,,,,13.7966845,100.3745578
{7B19C978-5524-4336-AD34-13E80D44DE80},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาหมู่บ้านพระปิ่น 2 โซนเฟื่องฟ้า,ลานกีฬา,สำนักงานเขต,ทวีวัฒนา,,C,/,บริษัท ธนพัฒนาก่อสร้าง จำกัด,,,,,,,,,,,,13.79786938,100.3711943
{99C2AC64-01CE-48B9-97F1-012DCD87A5DB},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหลังสวนธนบุรีรมย์,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,B,/,เอกชน,,,,,,,,,,,,13.65311865,100.4884321
{5E83F3DB-EC73-439A-8091-45C154BE8EF4},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนคอลิดีน,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,C,/,เอกชน,,,,,,,,,,,,13.63548401,100.4941941
{96C1053A-DB4E-4448-84EC-B5124F89F4A0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,เนี๊ยมะตุลลอฮ์,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,C,/,เอกชน,,,,,,,,,,,,13.62908572,100.4989851
{D9798F5C-B430-49DE-88D6-9C2320F9D6A3},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนอัตตักวา,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,C,/,เอกชน,,,,,,,,,,,,13.647912,100.499964
{0FB6CC0E-DF6A-496B-88A7-A410CAB5539A},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนประชาอุทิศ 68,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,C,/,เอกชน,,,,,,,,,,,,13.63421894,100.5001521
{DC5D66DC-0ADF-4917-8C39-59753C8D3CB4},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนอาคารสงเคราะห์ฯ ซ.ประชาอุทิศ 90,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,B,/,กรุงเทพมหานคร,,,,,,,,,,,,13.60702645,100.5057606
{10880304-DBAF-47B0-B5F3-E57F8BA61D62},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนชานบ้าน,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,A,/,กรุงเทพมหานคร,,,,,,,,,,,,13.63550689,100.5112466
{3D794B4B-93E3-49B6-B938-74FAD9C48C8F},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ดารุนน่าอีม,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,B,/,เอกชน,,,,,,,,,,,,13.6317538,100.5159391
{B2AD1792-994E-483B-B4BC-0296947CC697},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาหมู่บ้านวิเศษสุขนคร ซอยประชาอุทิศ 79,ลานกีฬา,สำนักงานเขต,ทุ่งครุ,,B,/,กรุงเทพมหานคร,,,,,,,,,,,,13.63406566,100.5140234
{3C749192-D343-48FC-8CBA-43471709B511},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาใต้สะพานตลาดพลู,ลานกีฬา,สำนักงานเขต,ธนบุรี,,B,×,-,,,ไม่สามารถของบได้เนื่องจากพิจารณาปรับปรุงเป็นลานจอดรถ,,,,,,,,,13.72229652,100.4768774
{F0827E29-43C1-4C38-87E4-F2894D7373F2},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬารวมน้ำใจพระราม 3,ลานกีฬา,สำนักงานเขต,ธนบุรี,,A,×,-,,,,,,,,,,,,13.70565158,100.4845674
{CDF44E8A-1AD4-440D-884B-7FFE1E643459},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,โรงเรียนวัดสวนพลู,ลานกีฬา,สำนักงานเขต,ธนบุรี,,C,/,กรมศาสนา,,,,,,,,,,,,13.72215458,100.4864096
{0639CC53-D39D-4712-89E6-6EEE32EF47DC},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ภูมิบาลลานกีฬา 72 พรรษา,ลานกีฬา,สำนักงานเขต,ธนบุรี,,C,×,-,,,,,,,,,,,,13.72850978,100.4864515
{F5D59612-E2E4-4D3E-B8A3-970F11939D3A},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาใต้สะพานอนุทินสวัสดิ์,ลานกีฬา,สำนักงานเขต,ธนบุรี,,B,×,-,รายจ่ายประจำปี 2568,,ปรับปรุงภูมิทัศน์,,,,,,,,อยู่ระหว่างขออนุมัติ,13.73917418,100.4899793
{4C2088C0-B8A3-4271-9E56-06ACFD5D7BE6},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ยอแซฟ (ชุมชนกุฎีจีน),ลานกีฬา,สำนักงานเขต,ธนบุรี,,C,×,-,,,,,,,,,,,,13.73875476,100.4936997
{F59608BB-1D0C-4658-B305-67C06685C22D},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดใหม่ยายนุ้ย,ลานกีฬา,สำนักงานเขต,ธนบุรี,,C,×,-,,,,,,,,,,,,13.71221709,100.4686062
{30012985-3CEF-46EF-99C0-A8326CF317D8},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาเฉลิมพระเกียรติ 84 พรรษา,ลานกีฬา,สำนักงานเขต,ธนบุรี,,A,×,-,,,,,,,,,,,,13.71345103,100.4748241
{4D6C8EED-241E-430B-9A43-E4A4F0F096F3},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดกันตทาราราม,ลานกีฬา,สำนักงานเขต,ธนบุรี,,B,×,-,,,,,,,,,,,,13.71887935,100.4790031
{E12AE52E-E03F-4F5F-880D-354A8BB42812},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาเฉลิมพระเกียรติ 88 พรรษา,ลานกีฬา,สำนักงานเขต,ธนบุรี,,A,×,-,,,,,,,,,,,,13.72062118,100.4916884
{5D8B9859-E9E1-4446-86CA-68CB8EB8FD51},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนซอยบุบผาสวรรค์,ลานกีฬา,สำนักงานเขต,บางกอกน้อย,,C,/,เอกชน,,,,,,,,,,,,13.74986255,100.4655627
{F9D44797-45A7-4A8B-8F46-75665B44B623},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดครุฑ,ลานกีฬา,สำนักงานเขต,บางกอกน้อย,,C,/,กรมศาสนา,,,,,,,,,,,,13.74643371,100.4776996
{5ADB91CD-F567-42CD-861D-8F736675BF0A},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ศาลาประชาคมศาลาแดง,ลานกีฬา,สำนักงานเขต,บางกอกน้อย,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.75486672,100.4816748
{98C68DEE-C6E1-43FE-8113-92DEF880041E},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,สำนักงานเขตบางกอกน้อย,ลานกีฬา,สำนักงานเขต,บางกอกน้อย,,C,×,-,,,,,,,,,,,,13.77078051,100.4680678
{CC7163F1-D68D-44BE-8F4D-690B5A559427},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ใต้สะพานอรุณอมรินทร์ (ฝั่งกองเรือเล็ก),ลานกีฬา,สำนักงานเขต,บางกอกน้อย,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.761944,100.4825
{041768D9-1E48-4098-B24E-B6FCADEC08B8},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนโค้งกระเทียม,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,A,/,เอกชน,,,,,,,,,,,,13.73845385,100.4756419
{77746ADB-205D-4634-A438-3C96866826F3},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนรวมพล,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,C,×,-,,,,,,,,,,,,13.7249865,100.4769641
{E35214B3-BB35-43EC-8B49-3CFDD6D3F485},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนลานมะขาม - บ้านหม้อ,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,C,×,-,,,,,,,,,,,,13.74465296,100.4846985
{BD2ABFBB-640E-4A1F-8D44-46A22B6FD599},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดสังข์กระจาย,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,C,×,-,,,,,,,,,,,,13.73356403,100.4850306
{ADF1287C-0C69-4A80-8483-C8EA71A27D52},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดโมลีโลกยาราม,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,C,×,-,,,,,,,,,,,,13.74037207,100.4893157
{8A71FB5B-7656-4514-8B07-F1EEE1D9CB39},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ใต้สะพานข้ามคลองบางกอกใหญ่,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,C,×,-,,,,,,,,,,,,13.72561868,100.4668587
{71679F00-B02E-47CA-8D28-4038F79FF335},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,สวนบางกอกใหญ่,ลานกีฬา,สำนักงานเขต,บางกอกใหญ่,,B,×,-,,,,,,,,,,,,13.73161476,100.4783667
{019B64E2-211C-4050-8D6F-F21B19F5082B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสวนพฤกษชาติคลองจั่น,ลานกีฬา,สำนักงานเขต,บางกะปิ,,A,/,กรุงเทพมหานคร,,,,,,,,,,,,13.76817673,100.6497312
{CDB45C8A-14B4-484C-8C53-F6CAFA6528A5},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนทรัพย์พัฒนา,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,สำนักงานทรัพย์สิน,,,,,,,,,,,,13.61002003,100.3782068
{0E2140AD-2628-41C2-91E9-EB424C3E8D1C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านพระราม 2,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,B,/,ที่ส่วนกลางหมู่บ้านพระราม 2,,,,,,,,,,,,13.64536448,100.4113309
{9EE7C48C-94F7-4A54-8F7F-9E0545808736},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนการเคหะชุมชนธนบุรี 1 ส่วนที่ 1,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,A,/,การเคหะแห่งชาติ,,,,,,,,,,,,13.64730869,100.4188141
{60A800FD-982E-430C-9FE2-BD252A712593},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนการเคหะชุมชนธนบุรี 1 ส่วน 2,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,B,/,การเคหะแห่งชาติ,,,,,,,,,,,,13.64619919,100.419524
{F2CDD643-EA8F-4125-8FC7-AA4FFEFA0057},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนเชิงตาแพ,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.55997529,100.4201103
{CE1BF0FA-8C75-4DD7-8458-46CC009C0D12},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดสะแกงาม,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,วัดสะแกงาม,,,,,,,,,,,,13.6319311,100.4208772
{9B529A42-76DA-4D7E-8B7A-5D8F3E53BA11},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนการเคหะชุมชนธนบุรี 1 ส่วน 4,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,A,/,การเคหะแห่งชาติ,ปรับปรุงปี 2567,,,,,,,,,,,13.64371275,100.4217221
{2F769189-6122-4A0F-B79D-00249A710480},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านสินทวีเทียนทะเล,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,B,/,หมู่บ้านสินทวีเทียนทะเล,,,,,,,,,,,,13.62002537,100.4375361
{5BFAC6D4-EACD-4113-8162-B56416CEADA0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนแสนตอ,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.52534832,100.4374946
{819B7D35-B6C4-4A47-837F-0189BA5F2C2E},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดประชาบำรุง,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.57006433,100.4404251
{FFDBB913-E126-40BB-A686-979ED3A7EA30},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านวงแหวนทวีสุข,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,-,,,,,,,,,,,,13.6171618,100.4423645
{13479B19-D3C6-48C9-9715-BB6F6C3106FD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านคุณาลัย - ชายทะเลบางขุนเทียน,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,A,/,นิติหมู่บ้านคุณาลัย-ชายทะเล,,,,,,,,,,,,13.61805286,100.4500689
{8FEB6ECB-413E-4D85-88A5-D90C10046233},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนทรัพย์นุกูลพัฒนา,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.63444993,100.4559341
{5E237039-5C77-4714-83D2-0EF44C9765AA},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านพัฒนาหมู่ 6,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.62435663,100.4702144
{072683E5-B653-43EB-8A96-80F7597C984B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหัวป่า,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.71363613,100.6383769
{CA7C77E0-777A-4B7D-89E3-C7895ED400A0},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหลวงพ่อเต่า,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,C,/,เอกชน,,,,,,,,,,,,13.5421158,100.4452043
{3CCF33AE-A0AC-46E4-8F13-F2262940F80D},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนการเคหะชุมชนธนบุรี 1 ส่วน 5,ลานกีฬา,สำนักงานเขต,บางขุนเทียน,,A,/,การเคหะแห่งชาติ,,,,,,,,,,,,13.6444559,100.4181834
{019B1BC9-BA76-404B-85CE-1BDCD7F36A70},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านสินทรัพย์นคร ลาน 2,ลานกีฬา,สำนักงานเขต,บางเขน,,C,/,หมู่บ้านสินทรัพย์นคร,,,,,,,,,,,,13.71968944,100.4016086
{08EBC0D9-945C-44CA-9EBB-503951577094},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านสดใส,ลานกีฬา,สำนักงานเขต,บางเขน,,C,/,ชุมชนหมู่บ้านสดใส,ปรับปรุงปี 2566,,,,,,,,,,,13.88554905,100.5949228
{F5426EA2-75C0-4AAD-AD78-B8FFC4006508},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านฝนทองนิเวศน์,ลานกีฬา,สำนักงานเขต,บางเขน,,C,×,-,,,,,,,,,,,,13.88147631,100.6050828
{C1B9D119-C5FE-42B8-8581-62431A0849F4},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านปั้นทอง 3,ลานกีฬา,สำนักงานเขต,บางเขน,,C,×,-,,,,,,,,,,,,13.87046437,100.605971
{67F9713D-6EB1-4E7C-8E62-0F6E1D64E79B},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านสินทรัพย์นคร ลาน 1,ลานกีฬา,สำนักงานเขต,บางเขน,,C,/,หมู่บ้านสินทรัพย์นคร,,,,,,,,,,,,13.89093121,100.6084711
{D8F19800-341F-4950-86F4-66B48DF1941E},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาชุมชนหมู่บ้านอยู่เจริญพหลโยธิน 40,ลานกีฬา,สำนักงานเขต,บางเขน,,C,/,ชุมชน,,,,,,,,,,,,13.8925414,100.6110626
{99063A65-C4C3-401F-8EA0-D73B445CD4C7},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านรุ่งสว่างวิลเลจ,ลานกีฬา,สำนักงานเขต,บางเขน,,A,×,-,,,,,,,,,,,,13.85657889,100.6191117
{36D901DF-190F-4349-889C-C7EE373395ED},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนเคหะรามอินทรา,ลานกีฬา,สำนักงานเขต,บางเขน,,A,/,การเคหะแห่งชาติ,,,,,,,,,,,,13.85720018,100.6310011
{EC96BD98-2D4A-4970-8B54-E6754000B72C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนเพชรสยาม,ลานกีฬา,สำนักงานเขต,บางเขน,,A,/,กรุงเทพมหานคร,,,,,,,,,,,,13.88399094,100.6346905
{E8FB67A0-8483-4841-B1A0-533C02781895},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านสุขใจวิลเลจ,ลานกีฬา,สำนักงานเขต,บางเขน,,A,×,-,,,,,,,,,,,,13.85183842,100.6501342
{EA82115B-DBFC-4A54-8995-E211F0EC9425},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านเมธา 1,ลานกีฬา,สำนักงานเขต,บางเขน,,C,/,กรุงเทพมหานคร,ปรับปรุงปี 2566,,,,,,,,,,,13.85867128,100.6656891
{D2F2A8CE-EA6E-4273-BD1A-E12F51679542},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนพัชรัฐ,ลานกีฬา,สำนักงานเขต,บางเขน,,B,/,เอกชน,ปรับปรุงปี 2567,,,,,,,,,,,13.86387555,100.6709354
{662A0522-453A-4E95-BF64-2F2EC8A1E09C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนอยู่เย็นเป็นสุข,ลานกีฬา,สำนักงานเขต,บางเขน,,A,×,-,,,,,,,,,,,,13.84778625,100.6349254
{7CC8A9F1-42D6-474C-B0F0-EB405A568403},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาวัดอินทร์บรรจง,ลานกีฬา,สำนักงานเขต,บางคอแหลม,,C,/,วัดอินทร์บรรจง,,,,,,,,,,,,13.69003985,100.5005309
{32E8F7DB-FCFC-4689-8566-FB17544A6C57},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสำนักงานเขตบางคอแหลม (ชั้น 8),ลานกีฬา,สำนักงานเขต,บางคอแหลม,,C,/,สำนักงานเขตบางคอแหลม,,,,,,,,,,,,13.69307581,100.5024219
{F8EF6734-2160-49E6-BD84-7EBB2B0970A9},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬากองวัณโรค,ลานกีฬา,สำนักงานเขต,บางคอแหลม,,C,/,สำนักกองวัณโรค,,,,,,,,,,,,13.70204257,100.5133858
{29BA68F9-39A7-4627-8590-23C83C9E50B3},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนเมืองอยู่ดี,ลานกีฬา,สำนักงานเขต,บางคอแหลม,,C,/,การทางพิเศษแห่งประเทศไทย,,,,,,,,,,,,13.69911939,100.5185162
{9EE38C2A-3E0F-4092-BC2E-46FCA7657B90},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดไผ่เงิน,ลานกีฬา,สำนักงานเขต,บางคอแหลม,,C,/,การทางพิเศษแห่งประเทศไทย,ปรับปรุงปี 2566,,,,,,,,,,,13.70178096,100.5233109
{ACB2EFE0-EEAC-4342-8344-91100DC6B529},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาวงเวียนทะเลสาป,ลานกีฬา,สำนักงานเขต,บางแค,,C,/,หมู่บ้าน,,,,,,,,,,,,13.71827079,100.3755547
{8C4EA680-7B9E-4CBB-8040-7F7FCE67165C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาวงเวียนอู่ทอง,ลานกีฬา,สำนักงานเขต,บางแค,,C,/,หมู่บ้าน,รายจ่ายเพิ่มเติม ปี 2567,,,,,,,,,,อยู่ระหว่างขอจัดสรรงบประมาณกลางปี 2567,13.71856721,100.3778748
{21C51E59-671D-497E-8B0F-FA5BD83D07A8},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนหมู่บ้านชมเดือน,ลานกีฬา,สำนักงานเขต,บางแค,,C,/,เอกชน,,,,,,,,,,,,13.7239241,100.3908421
{2DEFD7D6-295B-4433-888D-2E1855DFF4E8},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนเลียบคลองบางแค,ลานกีฬา,สำนักงานเขต,บางแค,,C,/,เอกชน,,,,,,,,,,,,13.70286473,100.3918265
{4082BD93-7562-4860-8094-860A27B8DFA1},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนร่มเย็น,ลานกีฬา,สำนักงานเขต,บางแค,,B,/,เอกชน,,,,,,,,,,,,13.69202738,100.3932481
{06C294C4-E257-40F1-8CF2-51CE0D513A68},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาอาคารสงเคราะห์บางบอน,ลานกีฬา,สำนักงานเขต,บางแค,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.67755868,100.3963223
{4EB84CD5-B357-41A0-AE69-9E16EEF00CD4},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,หมู่บ้านสินทรัพย์นครการ์เด้น,ลานกีฬา,สำนักงานเขต,บางแค,,B,/,เอกชน,,,,,,,,,,,,13.71978662,100.4016233
{6372EF3B-EEBD-4F88-89B7-85E11FB55DD1},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ลานกีฬาสำนักงานเขตบางแค,ลานกีฬา,สำนักงานเขต,บางแค,,B,/,กรุงเทพมหานคร,,,,,,,,,,,,13.68983874,100.4089869
{1410801B-A9A1-469B-8762-AB5529188F2F},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,เชิงสะพานพระราม 7,ลานกีฬา,สำนักงานเขต,บางซื่อ,,A,/,กรุงเทพมหานคร,,,,,,,,,,,,13.8169769,100.5153405
{2DB50712-D7DB-4DC8-8FAF-EACBD3DB0B37},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนสมบุญดี,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.82473212,100.5172822
{F7493DCB-EAE3-4DA4-B41E-6DF413EDCDCD},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดหลวง,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.82500297,100.5188697
{80D0C10B-1191-432B-8914-1D50D55197FB},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,มาร์เวลล์,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.80350343,100.519689
{CA132952-48B6-4257-A755-E78CB52C1C27},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดเลียบ,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.83041873,100.5200311
{D644FA5E-F1B8-4798-ADC3-9391B006809C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดประดู่,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.8017126,100.5234084
{711808C3-35CC-4DC5-899D-FE6B95709934},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนซอยสนิท,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.80760476,100.5271127
{AE689B3F-6C52-4E74-881C-BDD46695FE45},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนบุญเหลือ 2,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.80806053,100.5291154
{9DD59985-2CAB-4717-B9F5-F9A408D1D1DA},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ใต้ทางด่วนศรีรัช,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,การทางพิเศษแห่งประเทศไทย,,,,,,,,,,,,13.84373853,100.5336448
{AABB38A3-2908-4DAC-8AF1-DB5B27846E01},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,สวัสดิรักษา,ลานกีฬา,สำนักงานเขต,บางซื่อ,,B,/,กรุงเทพมหานคร,,,,,,,,,,,,13.81335836,100.5337703
{1128A8A0-9894-4102-8080-14528E49676C},2024-05-20 18:32,GIO_20,2024-05-20 18:32,GIO_20,ชุมชนวัดเชิงหวาย,ลานกีฬา,สำนักงานเขต,บางซื่อ,,C,/,กรุงเทพมหานคร,,,,,,,,,,,,13.81755972,100.534027
